#Step		E_P		E_T		FluctMetric
1		1000	-22.08045828		-22.08180264		0.0001704356744
2		1000	-22.07877764		-22.07951906		0.0002226881051
3		1000	-22.07707859		-22.08014266		0.0002833946545
4		1000	-22.075371		-22.07433995		0.0003406790436
5		1000	-22.07634497		-22.07424494		0.0004242323422
6		1000	-22.07470357		-22.07436165		0.0005239947073
7		1000	-22.07196056		-22.08049688		0.0005968970584
8		1000	-22.06988785		-22.07164209		0.0006564977272
9		1000	-22.06899012		-22.06915133		0.0007211524528
10		1000	-22.06990928		-22.13061181		0.0008308249431
11		1000	-22.06651197		-22.39083843		0.000914310495
12		1004	-22.06400068		-22.08712066		0.001039643571
13		1004	-22.06082924		-22.09606188		0.001090164291
14		1004	-22.05717872		-22.05779188		0.001114505105
15		1004	-22.05470497		-22.05840627		0.001138779586
